1,1051,1051,1051,1051,1051,2.6551e+05,2.6551e+05,2.6551e+05,2.6551e+05,2.6551e+05,1.0801e+05,1.0801e+05,1.0801e+05,1.0801e+05,1.0801e+05,1.3846e+05,1.3846e+05,1.3846e+05,1.3846e+05,1.3846e+05,1.1246e+05,1.1246e+05,1.1246e+05,1.1246e+05,1.1246e+05,27293,27293,27293,27293,27293,20694,20694,20694,20694,20694,98806,98806,98806,98806,98806,1.1256e+05,1.1256e+05,1.1256e+05,1.1256e+05,1.1256e+05,2.2276e+05,2.2276e+05,2.2276e+05,2.2276e+05,2.2276e+05,2.0839e+05,2.0839e+05,2.0839e+05,2.0839e+05,2.0839e+05,1250.7,1250.7,1250.7,1250.7,1250.7,2.4779e+05,2.4779e+05,2.4779e+05,2.4779e+05,2.4779e+05,98787,98787,98787,98787,98787,6177.8,6177.8,6177.8,6177.8,6177.8,89173,89173,89173,89173,89173,2.5986e+05,2.5986e+05,2.5986e+05,2.5986e+05,2.5986e+05,48331,48331,48331,48331,48331,2.2503e+05,2.2503e+05,2.2503e+05,2.2503e+05,2.2503e+05,1.4628e+05,1.4628e+05,1.4628e+05,1.4628e+05,1.4628e+05
2,1051,932.17,1051,1051,1005.2,2.6272e+05,2.6262e+05,2.6551e+05,2.6281e+05,2.6322e+05,1.0801e+05,1.0708e+05,1.0794e+05,1.0801e+05,1.0765e+05,1.3353e+05,1.3716e+05,1.3846e+05,1.3846e+05,1.3493e+05,1.1246e+05,1.1246e+05,1.1246e+05,1.1078e+05,1.1246e+05,27293,27012,26168,27209,27293,19057,19584,20694,19809,18937,98057,98806,97440,98053,98585,1.1256e+05,1.1186e+05,1.1256e+05,1.1016e+05,1.1256e+05,2.2276e+05,2.2056e+05,2.2276e+05,2.2276e+05,2.2221e+05,2.0743e+05,2.0839e+05,2.0839e+05,2.0839e+05,2.0839e+05,1250.7,1246.8,1234.3,1250.7,1241.8,2.4779e+05,2.4658e+05,2.4754e+05,2.4779e+05,2.4779e+05,98787,98787,97395,98787,98787,5920.8,6177.8,5772,6177.8,5406.7,89173,89173,89173,89173,89157,2.5986e+05,2.5986e+05,2.5981e+05,2.5801e+05,2.5986e+05,47772,47737,48331,48331,48331,2.2503e+05,2.2054e+05,2.2447e+05,2.1994e+05,2.2037e+05,1.4628e+05,1.4476e+05,1.4628e+05,1.4628e+05,1.4628e+05
3,779.78,879.55,590.79,565.18,902.49,1.1412e+05,1.9377e+05,2.2993e+05,1.5407e+05,2.1931e+05,4590.3,12513,28578,50615,27121,56132,80138,6704.3,3616,32619,1.1246e+05,64886,1.1246e+05,1.1078e+05,1.1246e+05,1393.7,344.15,21747,3237.9,6741.7,8453.2,2459.7,675.36,523.3,4022.9,53256,98806,97440,38527,31846,82102,60276,19944,27437,4416.7,12034,1.5796e+05,1.4839e+05,94481,31650,1.5228e+05,1.0074e+05,74686,1.6769e+05,39796,952.39,968.91,1234.3,277.01,1241.8,1.8122e+05,44016,1.2254e+05,2.4779e+05,10126,55066,98787,19460,50231,37727,408.25,3467.1,3171.4,1492.8,4411.5,10364,18346,6337.7,4247.9,12441,1.5041e+05,2.1208e+05,18933,43965,37372,409.17,28437,1455,2505.6,2660.9,2268,1.0679e+05,53641,53714,84593,36963,95090,1.4628e+05,39893,1.4628e+05
4,779.78,517.53,590.79,399.24,547.29,19286,38771,73204,17467,18008,4590.3,12513,28578,50615,27121,6236.7,12144,6704.3,3616,32619,1.1246e+05,64886,468.94,1.1078e+05,1.016e+05,1393.7,344.15,5279.8,2611.3,6741.7,8453.2,2459.7,675.36,523.3,2444.2,53256,98806,83553,38527,31846,34022,1374.4,19944,27437,4416.7,12034,1.5796e+05,1.4839e+05,1890.9,31650,36867,6557.8,74686,1.6769e+05,39796,555.17,968.91,1234.3,146.8,1241.8,1.8122e+05,44016,1.2254e+05,2.4779e+05,10126,55066,97945,19460,50231,37727,408.25,445.67,3171.4,1492.8,320.87,10364,18346,6337.7,4247.9,12441,1.5041e+05,18750,18933,43965,37372,409.17,9997.5,1455,2505.6,2660.9,2268,99081,53641,41001,33585,36963,36823,1.4628e+05,39893,1.3868e+05
5,301.17,517.53,590.79,399.24,547.29,16764,38771,73204,17467,18008,4590.3,12513,28578,27743,18564,6236.7,12144,1179.9,3616,3353.2,1.1246e+05,22829,468.94,1.1078e+05,28235,1393.7,344.15,466.25,2611.3,6741.7,872.25,2459.7,675.36,523.3,388.55,33912,42403,83553,38527,31846,31689,1374.4,1216.4,6475.7,945.34,12034,1.3216e+05,68320,1890.9,31650,36867,6557.8,74686,1.6769e+05,4402.8,183.91,968.91,1033.1,146.8,1241.8,22757,44016,1.2254e+05,28812,10126,12336,65015,19460,428.85,37727,408.25,161.74,3171.4,1492.8,320.87,1017.8,4.8727,6337.7,4247.9,12441,1.5041e+05,18750,18933,43965,37372,409.17,3580,1455,2505.6,2660.9,2268,19063,1448.8,503.06,11474,36963,27128,1.4628e+05,39893,1989.5
6,3.8593,517.53,590.79,399.24,547.29,16764,38771,6873.4,17467,18008,4590.3,12513,28578,27743,18564,3596.7,570.7,1179.9,3616,3353.2,89989,22829,468.94,1.1078e+05,28235,198.75,82.539,466.25,1675,6741.7,441.44,1370,675.36,523.3,20.451,33912,42403,47756,38527,3991.1,316.66,1374.4,1216.4,789.46,945.34,12034,1.1947e+05,68320,1890.9,31650,36867,6557.8,74686,49502,4402.8,183.91,968.91,1033.1,146.8,1241.8,17449,12530,1.2254e+05,28812,10126,8120.4,65015,17411,428.85,17767,408.25,161.74,3171.4,499.41,320.87,1017.8,4.8727,6337.7,782.6,8306.6,55418,16389,18933,43965,27665,409.17,1599.8,1455,795.17,2660.9,152.19,19063,1448.8,503.06,689.39,28136,27128,1.0961e+05,39893,1989.5
7,3.8593,234.61,590.79,399.24,3.1012,16764,14033,6873.4,17467,18008,4590.3,12513,3658.6,27743,18564,3596.7,570.7,1179.9,3616,1918.2,89989,7502,468.94,2493.2,28235,198.75,4.4192,466.25,137.74,6741.7,441.44,1247.1,224.64,523.3,20.451,33912,42403,47756,38527,3991.1,316.66,173.86,1216.4,789.46,945.34,12034,1.1947e+05,68320,1890.9,3023,36867,6557.8,74686,2470.2,676.49,183.91,968.91,163.98,146.8,1241.8,17449,12530,1.2254e+05,28812,10126,8120.4,65015,17411,428.85,17767,408.25,161.74,3171.4,499.41,320.87,1017.8,4.8727,6337.7,782.6,171.87,44076,7501,18933,9201.9,27665,409.17,1599.8,445.18,795.17,2660.9,152.19,19063,1448.8,503.06,689.39,6522.2,11803,1.0961e+05,39893,1989.5
8,3.8593,234.61,590.79,399.24,3.1012,3320.1,14033,6873.4,17467,3477.9,4590.3,12513,2390.1,3591.8,18564,1277,570.7,1179.9,3616,1918.2,213.85,7502,468.94,2493.2,3079.8,198.75,4.4192,203.59,137.74,6741.7,441.44,1247.1,224.64,523.3,20.451,29058,42403,26150,38527,3991.1,316.66,173.86,497.73,789.46,945.34,3088.3,1.1947e+05,23882,1890.9,1297.8,36867,6557.8,56385,2470.2,676.49,36.841,968.91,163.98,146.8,747.4,17449,732.26,1.2254e+05,28812,2916.3,8120.4,65015,17411,428.85,17767,408.25,161.74,2397.2,413.07,320.87,1017.8,4.8727,1654.4,16.804,171.87,44076,7501,18933,9201.9,27665,397.98,1599.8,336.44,541.39,2660.9,152.19,2867.8,1448.8,108.7,151.25,4274.6,11803,7051.2,3573.2,1989.5
9,3.1201,40.565,590.79,399.24,3.1012,3320.1,14033,6873.4,17467,3477.9,4590.3,1926.5,2390.1,3591.8,10843,1209.3,570.7,1179.9,3616,1918.2,213.85,7502,468.94,2493.2,3079.8,198.75,4.4192,203.59,57.034,6741.7,441.44,1247.1,224.64,523.3,20.451,1430.1,439.98,26150,11051,3991.1,316.66,173.86,497.73,789.46,945.34,3088.3,1.1947e+05,23882,1890.9,1297.8,36867,6557.8,22972,2470.2,676.49,36.841,968.91,163.98,146.8,747.4,17449,732.26,70613,28812,2916.3,8120.4,1295.4,17411,428.85,17767,408.25,161.74,2397.2,413.07,320.87,1017.8,4.8727,1654.4,16.804,171.87,2479.1,815.63,18933,3853.5,996.15,270.67,177.72,336.44,541.39,6.5665,152.19,2867.8,1448.8,108.7,151.25,4274.6,11803,4886.8,1894.4,1989.5
10,3.1201,40.565,590.79,399.24,3.1012,3320.1,14033,6873.4,6681,3477.9,4590.3,1926.5,2099.7,3591.8,8682.1,1209.3,570.7,1179.9,3372.2,1106,213.85,7502,468.94,2493.2,3079.8,198.75,4.4192,203.59,57.034,6741.7,441.44,1247.1,224.64,523.3,20.451,539.32,439.98,26150,11051,3991.1,316.66,173.86,183.02,152.54,945.34,3088.3,2352.2,23882,1890.9,987.97,22544,6557.8,22972,2470.2,676.49,36.841,500.4,163.98,114.5,747.4,17449,732.26,70613,2905.9,1646.3,8120.4,1295.4,17411,428.85,8677.9,149,161.74,2397.2,246.13,320.87,1017.8,4.8727,1654.4,16.804,43.671,2479.1,815.63,18933,3853.5,996.15,32.337,177.72,336.44,541.39,6.5665,152.19,988.99,1448.8,108.7,20.379,314.04,11803,4886.8,1894.4,1989.5
11,3.1201,40.565,590.79,399.24,3.1012,3320.1,14033,6873.4,6681,3477.9,4590.3,372.35,2099.7,3591.8,8682.1,1209.3,570.7,1179.9,3372.2,1106,213.85,5977.8,468.94,2493.2,3079.8,198.75,4.4192,203.59,57.034,6741.7,441.44,1247.1,224.64,393.69,20.451,539.32,439.98,26150,3254,3991.1,316.66,17.323,183.02,152.54,945.34,3088.3,2352.2,23882,1890.9,987.97,10422,6557.8,22972,2470.2,538.54,36.841,500.4,163.98,114.5,747.4,3708,732.26,26498,2905.9,1646.3,8120.4,1295.4,17411,428.85,8677.9,149,161.74,1633.9,246.13,320.87,1017.8,4.8727,1654.4,16.804,43.671,2479.1,815.63,18933,3853.5,996.15,32.337,177.72,336.44,541.39,6.5665,152.19,988.99,1448.8,108.7,20.379,314.04,202.01,4886.8,1894.4,1989.5
